date,bucket_label,bucket_low,bucket_high,true_prob,market_prob,model_prob,bid_price,ask_price,volume,actual_outcome,direction,threshold_low,threshold_high
2023-01-13,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,9,0,between,90.0,100.0
2023-01-13,Above 100,100.0,,0.0,0.01103300111430945,0.001,0.01,0.060150361025164696,5,0,above,100.0,
2023-01-14,Below 20,,20.0,2.168062365150926e-25,0.15232146610424918,0.001,0.11450718339258911,0.19013574881590925,3,0,below,,20.0
2023-01-14,20-29,20.0,30.0,5.417563017914661e-16,0.03143716002646817,0.001,0.01,0.07892218722435071,1,0,between,20.0,30.0
2023-01-14,30-39,30.0,40.0,6.4487259503712336e-09,0.01,0.001,0.01,0.0592,6,0,between,30.0,40.0
2023-01-14,40-49,40.0,50.0,0.00039278236821305883,0.01,0.001,0.01,0.0592,3,0,between,40.0,50.0
2023-01-14,50-59,50.0,60.0,0.15152661536496942,0.19979296197162133,0.039625797682050524,0.16577639892935103,0.23380952501389163,72,0,between,50.0,60.0
2023-01-14,60-69,60.0,70.0,0.7515120968165796,0.7420792632147125,0.7826364644556996,0.7127129221575355,0.7714456042718896,383,1,between,60.0,70.0
2023-01-14,70-79,70.0,80.0,0.09642730679789135,0.03539577656516792,0.1775758717794903,0.01,0.08256411443995448,66,0,between,70.0,80.0
2023-01-14,80-89,80.0,90.0,0.0001411909465669492,0.03114134946545432,0.001,0.01,0.07865004150821797,5,0,between,80.0,90.0
2023-01-14,90-99,90.0,100.0,1.257053017234e-09,0.01,0.001,0.01,0.0592,3,0,between,90.0,100.0
2023-01-14,Above 100,100.0,,1.1102230246251565e-16,0.040456828124806624,0.001,0.01,0.0872202818748221,4,0,above,100.0,
2023-01-15,Below 20,,20.0,2.183646692778822e-12,0.06549041111753134,0.001,0.020729644006933848,0.11025117822812884,3,0,below,,20.0
2023-01-15,20-29,20.0,30.0,2.599428465086651e-06,0.01,0.001,0.01,0.0592,2,0,between,20.0,30.0
2023-01-15,30-39,30.0,40.0,0.01431611214541954,0.01,0.001,0.01,0.0592,4,0,between,30.0,40.0
2023-01-15,40-49,40.0,50.0,0.5569930309822889,0.600293354824883,0.04535914058821632,0.5822698864388923,0.6183168232108737,294,0,between,40.0,50.0
2023-01-15,50-59,50.0,60.0,0.4232691378048321,0.35552603153179835,0.8035557803412213,0.33396811405434224,0.37708394900925446,218,1,between,50.0,60.0
2023-01-15,60-69,60.0,70.0,0.005418678048415448,0.01,0.15099342322477505,0.01,0.0592,8,0,between,60.0,70.0
2023-01-15,70-79,70.0,80.0,4.4158823353512844e-07,0.01,0.001,0.01,0.0592,2,0,between,70.0,80.0
2023-01-15,80-89,80.0,90.0,1.617594946878853e-13,0.019567981334688837,0.001,0.01,0.06800254282791374,6,0,between,80.0,90.0
2023-01-15,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,90.0,100.0
2023-01-15,Above 100,100.0,,0.0,0.05830936141036413,0.001,0.012974110323193254,0.10364461249753501,3,0,above,100.0,
2023-01-16,Below 20,,20.0,1.106686079419293e-05,0.12932543916677858,0.001,0.08967147430012086,0.1689794040334363,5,0,below,,20.0
2023-01-16,20-29,20.0,30.0,0.026121482289811492,0.06645691935463782,0.07857627603153232,0.021773472903008843,0.1111403658062668,10,0,between,20.0,30.0
2023-01-16,30-39,30.0,40.0,0.6145615027796483,0.5167859236210687,0.8124061276311049,0.5054430497313832,0.5281287975107541,310,1,between,30.0,40.0
2023-01-16,40-49,40.0,50.0,0.3554171235909943,0.38852894290956436,0.10894057998281026,0.3696112583423295,0.4074466274767992,192,0,between,40.0,50.0
2023-01-16,50-59,50.0,60.0,0.0038884771141104446,0.10112048382406306,0.001,0.059210122529988106,0.14303084511813802,6,0,between,50.0,60.0
2023-01-16,60-69,60.0,70.0,3.473644535345599e-07,0.09423002548012187,0.001,0.05176842751853162,0.13669162344171212,3,0,between,60.0,70.0
2023-01-16,70-79,70.0,80.0,1.8773871346411397e-13,0.01,0.001,0.01,0.0592,5,0,between,70.0,80.0
2023-01-16,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,4,0,between,80.0,90.0
2023-01-16,90-99,90.0,100.0,0.0,0.03645401185988151,0.001,0.01,0.08353769091109099,3,0,between,90.0,100.0
2023-01-16,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,2,0,above,100.0,
2023-01-17,Below 20,,20.0,0.00012024079524047819,0.10636827893337107,0.001,0.06487774124804076,0.14785881661870137,7,0,below,,20.0
2023-01-17,20-29,20.0,30.0,0.08481451570659077,0.04118628515709865,0.015356146494566103,0.01,0.08789138234453076,53,0,between,20.0,30.0
2023-01-17,30-39,30.0,40.0,0.7380871060140838,0.7232359878809935,0.6703579640945122,0.6953771088505141,0.751094866911473,412,1,between,30.0,40.0
2023-01-17,40-49,40.0,50.0,0.1763515852616122,0.18701364531760745,0.3134058372153836,0.15197473694301605,0.22205255369219884,101,0,between,40.0,50.0
2023-01-17,50-59,50.0,60.0,0.0006265358487241857,0.01,0.001,0.01,0.0592,9,0,between,50.0,60.0
2023-01-17,60-69,60.0,70.0,1.637374602569963e-08,0.025777109521701175,0.001,0.01,0.07371494075996508,3,0,between,60.0,70.0
2023-01-17,70-79,70.0,80.0,2.55351295663786e-15,0.012461261229789222,0.001,0.01,0.061464360331406086,10,0,between,70.0,80.0
2023-01-17,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,2,0,between,80.0,90.0
2023-01-17,90-99,90.0,100.0,0.0,0.030062000611040696,0.001,0.01,0.07765704056215744,3,0,between,90.0,100.0
2023-01-17,Above 100,100.0,,0.0,0.08681867306122397,0.001,0.043764166906121886,0.12987317921632605,5,0,above,100.0,
2023-01-18,Below 20,,20.0,0.014703762021264275,0.019640801377789726,0.007137156508706374,0.01,0.06806953726756655,14,0,below,,20.0
2023-01-18,20-29,20.0,30.0,0.4643465393851307,0.5282753618890518,0.49045884889891417,0.5160133329379276,0.5405373908401759,210,1,between,20.0,30.0
2023-01-18,30-39,30.0,40.0,0.5018591607020662,0.4414922071170564,0.4950243702796275,0.4268115836864209,0.45617283054769187,238,0,between,30.0,40.0
2023-01-18,40-49,40.0,50.0,0.0190770944448847,0.01,0.007379100546324513,0.01,0.0592,8,0,between,40.0,50.0
2023-01-18,50-59,50.0,60.0,1.3443319042627522e-05,0.05907278722763765,0.001,0.01379861020584866,0.10434696424942665,7,0,between,50.0,60.0
2023-01-18,60-69,60.0,70.0,1.2761147694106967e-10,0.01,0.001,0.01,0.0592,4,0,between,60.0,70.0
2023-01-18,70-79,70.0,80.0,0.0,0.03332260900841449,0.001,0.01,0.08065680028774133,6,0,between,70.0,80.0
2023-01-18,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,80.0,90.0
2023-01-18,90-99,90.0,100.0,0.0,0.012175381251077982,0.001,0.01,0.06120135075099175,5,0,between,90.0,100.0
2023-01-18,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,8,0,above,100.0,
2023-01-19,Below 20,,20.0,0.0007627464592858326,0.01,0.001,0.01,0.0592,3,0,below,,20.0
2023-01-19,20-29,20.0,30.0,0.22251066728752336,0.013662137561918336,0.27321335020754045,0.01,0.06256916655696487,114,0,between,20.0,30.0
2023-01-19,30-39,30.0,40.0,0.7269907703975332,0.6747773758689225,0.7113300326800076,0.6507951857994086,0.6987595659384364,355,1,between,30.0,40.0
2023-01-19,40-49,40.0,50.0,0.04971085847129442,0.01,0.01508296063092518,0.01,0.0592,27,0,between,40.0,50.0
2023-01-19,50-59,50.0,60.0,2.495733358998109e-05,0.027777870492442413,0.001,0.01,0.07555564085304703,10,0,between,50.0,60.0
2023-01-19,60-69,60.0,70.0,5.077316345136751e-11,0.01,0.001,0.01,0.0592,6,0,between,60.0,70.0
2023-01-19,70-79,70.0,80.0,0.0,0.01,0.001,0.01,0.0592,8,0,between,70.0,80.0
2023-01-19,80-89,80.0,90.0,0.0,0.014963021022645314,0.001,0.01,0.0637659793408337,7,0,between,80.0,90.0
2023-01-19,90-99,90.0,100.0,0.0,0.09464719678580846,0.001,0.052218972528673135,0.1370754210429438,4,0,between,90.0,100.0
2023-01-19,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,6,0,above,100.0,
2023-01-20,Below 20,,20.0,1.2207662641031964e-06,0.09393266252032452,0.001,0.05144727552195048,0.13641804951869857,6,0,below,,20.0
2023-01-20,20-29,20.0,30.0,0.005212991563195097,0.01,0.001,0.01,0.0592,5,0,between,20.0,30.0
2023-01-20,30-39,30.0,40.0,0.3358253112511287,0.32248054454379477,0.202416113515955,0.29827898810729836,0.3466821009802912,195,0,between,30.0,40.0
2023-01-20,40-49,40.0,50.0,0.6182092806732652,0.5493917629492588,0.7469258372408263,0.5354404219133181,0.5633431039851996,316,1,between,40.0,50.0
2023-01-20,50-59,50.0,60.0,0.04070183175236097,0.09457514407798148,0.05016529378220502,0.05214115560422,0.13700913255174296,16,0,between,50.0,60.0
2023-01-20,60-69,60.0,70.0,4.936324839877049e-05,0.01,0.001,0.01,0.0592,3,0,between,60.0,70.0
2023-01-20,70-79,70.0,80.0,7.453870853879607e-10,0.030330109382076552,0.001,0.01,0.07790370063151043,7,0,between,70.0,80.0
2023-01-20,80-89,80.0,90.0,1.1102230246251565e-16,0.01,0.001,0.01,0.0592,5,0,between,80.0,90.0
2023-01-20,90-99,90.0,100.0,0.0,0.022498676300382534,0.001,0.01,0.07069878219635192,3,0,between,90.0,100.0
2023-01-20,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,5,0,above,100.0,
2023-01-21,Below 20,,20.0,0.0014692269287330782,0.01,0.001,0.01,0.0592,6,0,below,,20.0
2023-01-21,20-29,20.0,30.0,0.19262130439154596,0.13460273580379317,0.17138929397673333,0.09537095466809663,0.1738345169394897,84,0,between,20.0,30.0
2023-01-21,30-39,30.0,40.0,0.6999420267033782,0.6970793453348595,0.7588879423197897,0.6713129977080707,0.7228456929616482,356,1,between,30.0,40.0
2023-01-21,40-49,40.0,50.0,0.10557694745462864,0.0923190970248488,0.06930738158364991,0.04970462478683671,0.1349335692628609,49,0,between,40.0,50.0
2023-01-21,50-59,50.0,60.0,0.00039047209970677343,0.01,0.001,0.01,0.0592,2,0,between,50.0,60.0
2023-01-21,60-69,60.0,70.0,2.242199026447622e-08,0.01,0.001,0.01,0.0592,5,0,between,60.0,70.0
2023-01-21,70-79,70.0,80.0,1.6986412276764895e-14,0.01,0.001,0.01,0.0592,3,0,between,70.0,80.0
2023-01-21,80-89,80.0,90.0,0.0,0.10871880744809229,0.001,0.06741631204393966,0.1500213028522449,7,0,between,80.0,90.0
2023-01-21,90-99,90.0,100.0,0.0,0.02147554372150612,0.001,0.01,0.06975750022378563,6,0,between,90.0,100.0
